geo_point_2d,fenomeno,taxonomia,intensidad,alcaldia,int2
"19.4282198413,-99.1306921095",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4734984311,-99.1182162689",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.5012148983,-99.076717098",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.3607839398,-99.1267041068",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3727200275,-99.0525687773",Socio Organizativo,N/D,Alto,Iztapalapa,4.0
"19.2889813575,-99.1308701322",Hidrometeorológicos,Inundaciones,Muy Alto,Tlalpan,5.0
"19.3739558762,-99.0453639754",Socio Organizativo,N/D,Muy Alto,Iztapalapa,5.0
"19.3690825231,-99.0717148153",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.2922501665,-99.128459787",Hidrometeorológicos,Inundaciones,Muy Alto,Tlalpan,5.0
"19.3021161709,-99.0684133185",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.388301053,-99.0648133245",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.3923255492,-99.1683750122",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.3917337284,-99.0427173499",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3010184192,-99.0186118026",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.2456303895,-98.9997726917",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.2463929384,-99.1587282128",Socio Organizativo,N/D,Alto,Tlalpan,4.0
"19.2601539624,-99.0837332695",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.2689923723,-99.1193869687",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.262988377,-99.0882167955",Hidrometeorológicos,Inundaciones,Alto,Xochimilco,4.0
"19.2726123658,-99.0997849416",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.2718424885,-99.1256684773",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.3942804121,-99.1279579613",Hidrometeorológicos,Inundaciones,Muy Alto,Iztacalco,5.0
"19.4164735846,-99.1622732741",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.2581015893,-99.0721916063",Geológicos,Sísmico,Alto,Xochimilco,4.0
"19.3886232201,-99.1312811456",Hidrometeorológicos,Inundaciones,Muy Alto,Iztacalco,5.0
"19.4892579185,-99.0902588648",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.2782865605,-98.993918721",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.3586707712,-99.0701804457",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3521687463,-98.9955483978",Socio Organizativo,N/D,Alto,Iztapalapa,4.0
"19.4591973942,-99.1153009442",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.3949045474,-99.1401205839",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.4874592388,-99.1392838706",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.2923578675,-99.0193131533",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.4722213203,-99.1113263024",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.2276041044,-98.9941234328",Geológicos,Sísmico,Alto,Tláhuac,4.0
"19.281094046,-99.0281852145",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.2752671369,-99.0360592332",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.4251665552,-99.1099898361",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.382178593,-99.0243088878",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4518744798,-99.1611404287",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.3547428153,-99.0559061958",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.2900822207,-99.0129480385",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.3874382463,-99.1707400214",Hidrometeorológicos,Inundaciones,Muy Alto,Benito Juárez,5.0
"19.2854851437,-99.1178156567",Hidrometeorológicos,Inundaciones,Muy Alto,Xochimilco,5.0
"19.3916022026,-99.1725252058",Hidrometeorológicos,Inundaciones,Alto,Benito Juárez,4.0
"19.3754562128,-99.1466768808",Hidrometeorológicos,Inundaciones,Muy Alto,Benito Juárez,5.0
"19.4011587376,-99.1588058018",Hidrometeorológicos,Inundaciones,Muy Alto,Benito Juárez,5.0
"19.2786402552,-98.99873753",Hidrometeorológicos,Inundaciones,Muy Alto,Tláhuac,5.0
"19.2950986485,-99.1217261557",Geológicos,Sísmico,Muy Alto,Tlalpan,5.0
"19.2674195302,-99.1783097135",Socio Organizativo,N/D,Alto,Tlalpan,4.0
"19.4866709882,-99.0909983594",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.478239647,-99.1444587899",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.3118947336,-99.1097296031",Geológicos,Sísmico,Muy Alto,Coyoacán,5.0
"19.4913307076,-99.1783699828",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.3424019807,-99.1195157722",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.3299505083,-99.1152239685",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.3476570187,-99.1601476954",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.3332721797,-98.9732705511",Socio Organizativo,N/D,Muy Alto,Iztapalapa,5.0
"19.3805121946,-99.1985929058",Socio Organizativo,N/D,Alto,Ãlvaro ObregÃ³n,4.0
"19.324784012,-99.1114052537",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.3881573819,-99.044654864",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4816391802,-99.1231911602",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.2934035085,-99.0568631314",Hidrometeorológicos,Inundaciones,Muy Alto,Tláhuac,5.0
"19.2891996395,-99.0477206304",Hidrometeorológicos,Inundaciones,Muy Alto,Tláhuac,5.0
"19.326657979,-99.0996014872",Socio Organizativo,N/D,Alto,Iztapalapa,4.0
"19.4220340121,-99.1456878182",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4489520796,-99.1977900113",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.4519149702,-99.1333095614",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.424046375,-99.1219160059",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.443837992,-99.1925246914",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.4717144711,-99.1553663421",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.4550150422,-99.1357501559",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4551980228,-99.1317826475",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.444188789,-99.1152717975",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4380121122,-99.1626865621",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.3627502094,-99.1465803109",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.3622750627,-99.1523861269",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.4979324544,-99.1955360965",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.3942994565,-99.1476930787",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.3761554664,-99.1512234501",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.3834234537,-99.146122023",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.3949045474,-99.1401205839",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.3153298389,-99.0673899871",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3002932032,-99.029687491",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.3288934357,-99.0344088057",Socio Organizativo,N/D,Muy Alto,Iztapalapa,5.0
"19.3410353046,-99.0615880068",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3513553498,-99.0819679416",Hidrometeorológicos,Inundaciones,Alto,Iztapalapa,4.0
"19.238893168,-98.9929933435",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.2959792946,-99.0446021133",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.281094046,-99.0281852145",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.3877286429,-99.1261821078",Hidrometeorológicos,Inundaciones,Muy Alto,Iztacalco,5.0
"19.2187731015,-98.9773297448",Geológicos,Sísmico,Alto,Tláhuac,4.0
"19.5088110318,-99.1371367053",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.3917337284,-99.0427173499",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3830727846,-99.1094899526",Hidrometeorológicos,Inundaciones,Muy Alto,Iztacalco,5.0
"19.2905395677,-99.1236396766",Geológicos,Sísmico,Muy Alto,Tlalpan,5.0
"19.5059681974,-99.1533592138",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.4895323645,-99.1483505855",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.4728710837,-99.170831054",Hidrometeorológicos,Inundaciones,Muy Alto,Azcapotzalco,5.0
"19.299173463,-99.0587239766",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.488365666,-99.1200178013",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.2814953935,-99.0574180346",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.3062201021,-99.125804385",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.457375214,-99.1035674395",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.4712696582,-99.1735302829",Hidrometeorológicos,Inundaciones,Muy Alto,Azcapotzalco,5.0
"19.3482684836,-99.1651150362",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.313488113,-99.331751785",Socio Organizativo,N/D,Alto,Cuajimalpa de Morelos,4.0
"19.3299505083,-99.1152239685",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.3408438889,-99.125017215",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.3352324569,-99.1201876249",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.3957433602,-99.0796145972",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.4085177801,-99.0620268027",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.3711591949,-99.1063567028",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3674925297,-99.0148894773",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3739558762,-99.0453639754",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3395809653,-99.0460136051",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3289320618,-99.0498858222",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3869965887,-99.0825090796",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3853157725,-99.0455200529",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3736086657,-99.0050059059",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4905155277,-99.1430633471",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.3945918573,-99.0933062914",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.3155765806,-99.1216861205",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.3781329188,-99.0491132928",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3872800722,-99.0584771871",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3034494288,-99.1050255552",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.3753468868,-99.0522720864",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4058126101,-99.1339421452",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.3221437358,-99.067973125",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.2874644522,-99.1237269658",Geológicos,Sísmico,Muy Alto,Tlalpan,5.0
"19.3771149447,-99.0153198554",Socio Organizativo,N/D,Alto,Iztapalapa,4.0
"19.4902911037,-99.1245645325",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.3342542045,-99.1390443255",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.3253527898,-99.1332489676",Geológicos,Sísmico,Muy Alto,Coyoacán,5.0
"19.475975653,-99.1489604037",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.3461983517,-99.1253864242",Geológicos,Sísmico,Muy Alto,Coyoacán,5.0
"19.4728399214,-99.1241379397",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.3115466783,-99.1308384823",Geológicos,Sísmico,Muy Alto,Coyoacán,5.0
"19.4565643206,-99.1345861604",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.3692026233,-99.0047501054",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.367102238,-98.9994705846",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4545844997,-99.1415051027",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.3602519716,-99.0035523087",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3853936125,-99.039151031",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3831780908,-99.0340038688",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4476821987,-99.1613288736",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.3935675856,-99.1184850184",Hidrometeorológicos,Inundaciones,Muy Alto,Iztacalco,5.0
"19.368624195,-99.0302401041",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3263319644,-99.1152219516",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.4058126101,-99.1339421452",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4283894099,-99.0695966522",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4360625919,-99.1557510358",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.4431332157,-99.1119223856",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4418833967,-99.1730861013",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.4428395147,-99.1105082172",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4309120237,-99.1237244474",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4157758814,-99.110203461",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4139218993,-99.1073817788",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.443837992,-99.1925246914",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.4217319567,-99.0932289311",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4119631171,-99.1853453199",Hidrometeorológicos,Inundaciones,Muy Alto,Miguel Hidalgo,5.0
"19.4442984298,-99.1419284279",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4554230541,-99.1457906296",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4209837373,-99.1521402898",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.5097422086,-99.2029703405",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.4454107315,-99.1454834224",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4359744143,-99.1339579713",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.3678955239,-99.1695952771",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.2973832793,-99.1025101349",Geológicos,Sísmico,Muy Alto,Tlalpan,5.0
"19.2530196527,-99.0795283804",Geológicos,Sísmico,Alto,Xochimilco,4.0
"19.4165046468,-99.1037503426",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.4168559534,-99.1520694463",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.3839537575,-99.1156655731",Socio Organizativo,N/D,Alto,Iztacalco,4.0
"19.4263985285,-99.1711469422",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.3153298389,-99.0673899871",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.4601296271,-99.1407144319",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.3751647154,-99.1692827113",Hidrometeorológicos,Inundaciones,Muy Alto,Benito Juárez,5.0
"19.4704179241,-99.0686148883",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.402326919,-99.0694782044",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.4951553899,-99.1279766328",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.5034786274,-99.1288504396",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.4843818476,-99.1012129683",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.448572617,-99.0696136968",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4748052051,-99.0677267303",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.3445460014,-99.1716572058",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.4112928102,-99.1765703821",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.4633349405,-99.1864391617",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.3558120306,-99.1556609583",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.4839462865,-99.0732900281",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4711318407,-99.0752243308",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4132892779,-99.071163255",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.3088245196,-99.1136547945",Geológicos,Sísmico,Muy Alto,Coyoacán,5.0
"19.4983829199,-99.117096096",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.4709219521,-99.1073313493",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.526544451,-99.165879364",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.3471492453,-99.0447081544",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.5219507748,-99.1365453967",Socio Organizativo,N/D,Alto,Gustavo A. Madero,4.0
"19.3286106475,-99.1043735469",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3734833309,-99.0531053615",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.4012371864,-99.0805296285",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.3693712067,-99.0073014399",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3877260205,-99.085500147",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3822348351,-99.0538392514",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3634940344,-99.1238332003",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3788807765,-99.057615459",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3871970603,-99.0490309932",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3374607525,-99.0692840521",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.2562576527,-99.007562433",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.2909360429,-99.0648829416",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3782721214,-99.0522221471",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.2874611068,-99.0689548188",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3619772454,-98.9948170683",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.2930562934,-99.0723995839",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3789038379,-99.1269985213",Hidrometeorológicos,Inundaciones,Muy Alto,Iztacalco,5.0
"19.3597218649,-99.0766965501",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3729823402,-99.0550439581",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3613715385,-99.0731243865",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3743243684,-99.0503042071",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.335808539,-99.0777388568",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3592218638,-99.1255932466",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3221437358,-99.067973125",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.2981484682,-99.0747820291",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3790713165,-99.1105367801",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4185766291,-99.1091235287",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.3710656065,-99.1512342659",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.4198839965,-99.1736619758",Geológicos,Sísmico,Alto,Cuauhtémoc,4.0
"19.4476821987,-99.1613288736",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.3251115122,-99.0615113111",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.495208646,-99.0754301995",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4853470831,-99.0862088024",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.385980501,-99.0626803413",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.4845981165,-99.0842277738",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4891709164,-99.0845950529",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4900816306,-99.136927651",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.3915190753,-99.1062809426",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.4091261685,-99.1629469581",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4206506145,-99.1317331818",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4518744798,-99.1611404287",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4278886891,-99.1269114286",Socio Organizativo,N/D,Muy Alto,Cuauhtémoc,5.0
"19.3982398632,-99.1814026727",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.4260311449,-99.0572890395",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4251665552,-99.1099898361",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4085707248,-99.0798897785",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.3673279925,-99.1235083586",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3266569276,-99.0529112794",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3804094569,-99.1487503632",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.3538853323,-99.0998231427",Hidrometeorológicos,Inundaciones,Alto,Iztapalapa,4.0
"19.5063328791,-99.0887531617",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.4091261685,-99.1629469581",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.3952992053,-99.0971735903",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.4090401768,-99.1375996671",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4360625919,-99.1557510358",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4808627394,-99.1075992145",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.3738300769,-99.0079140803",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.4541759177,-99.1394144436",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4155129569,-99.1325411382",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4568607918,-99.1886157558",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.4477017922,-99.0803764756",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4361522085,-99.1263593043",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.3600205479,-99.0553050144",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.4575162941,-99.1211828186",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4900816306,-99.136927651",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4801981842,-99.0939680862",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4774340451,-99.0879111024",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4476821987,-99.1613288736",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.3629425602,-99.1660396164",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.3613609743,-99.1617994251",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.253278207,-98.9822203961",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.3423481844,-99.1058065851",Hidrometeorológicos,Inundaciones,Alto,Iztapalapa,4.0
"19.4500099727,-99.0949494921",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4270394124,-99.0609293539",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4209837373,-99.1521402898",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
